constituency,party,slNo,criminal,incumbent,symbol,name,gender,id,education,age,image,profession,assets,minister,alliance,acNo
Perambur,RPI (A),13,0,False,Ganna kisan,A.Rajaram,Male,90211,Bachelor's Degree,51,,,"₹5,500",,others,12
Perambur,AIJMK,14,0,False,Road roller,Vijay,Male,90212,Bachelor's Degree,29,,,₹2.86 L,,others,12
Perambur,TAVK,15,0,False,Camera,D.V.Venugopal,Male,90213,10th Grade (SSLC),55,,,₹10.55 L,,others,12
Perambur,TVK,16,0,False,Whistle,C.Joseph Vijay,Male,90214,Bachelor's Degree,52,,,₹809.17 Cr,,tvk,12
Perambur,IND,17,0,False,Pressure cooker,Agni Aalvar,Male,90215,10th Grade (SSLC),45,,,₹11.98 L,,independent,12
Perambur,IND,18,0,False,Walking stick,Amala.R,Female,90216,9th Grade,58,,,₹29.50 L,,independent,12
Perambur,IND,19,0,False,Battery Torch,Azarutheen.M,Male,90217,Bachelor's Degree,37,,,₹25.66 L,,independent,12
Perambur,IND,20,0,False,Table,P.Esakki Muthu,Male,90218,Not Specified,68,,,"₹30,000",,independent,12
Perambur,IND,21,0,False,Letter box,E.Udhaya Kumar,Male,90219,7th Grade,56,,,₹nan,,independent,12
Perambur,IND,22,0,False,Trumpet,M.Kadhiravan,Male,90220,12th Grade (HSC / +2),58,,,₹55.90 L,,independent,12
Perambur,IND,23,0,False,Can,P.Gunasekar,Male,90221,10th Grade (SSLC),56,,,₹nan,,independent,12
Perambur,IND,24,0,False,Box,B.Sathish Kumar,Male,90222,Bachelor's Degree,42,,,₹33.91 L,,independent,12
Perambur,IND,25,0,False,Robot,Sathish.B,Male,90223,Bachelor's Degree,46,,,₹73.66 L,,independent,12
Perambur,IND,26,0,False,Binoculars,P.Thangamani,Male,90224,8th Grade,61,,,₹nan,,independent,12
Perambur,IND,27,0,False,Bicycle pump,M.Tamilselvam,Male,90225,6th Grade,51,,,"₹45,000",,independent,12
Perambur,IND,28,0,False,Ship,H.Dhanasekar,Male,90226,10th Grade (SSLC),43,,,₹2.65 L,,independent,12
Perambur,IND,29,0,False,Grapes,M.I.Thahira Banu,Female,90227,10th Grade (SSLC),46,,,₹1.08 L,,independent,12
Perambur,IND,30,0,False,Ring,Nivetha,Female,90228,Master's Degree,32,,,₹23.60 L,,independent,12
Perambur,IND,31,0,False,Jackfruit,B.Balaji,Male,90229,12th Grade (HSC / +2),37,,,₹3.55 L,,independent,12
Perambur,IND,32,0,False,Cutting pliers,P.Ponraj,Male,90230,10th Grade (SSLC),56,,,₹4.60 L,,independent,12
Perambur,IND,33,0,False,Mike,Bowdharaj,Male,90231,5th Grade,53,,,₹nan,,independent,12
Perambur,IND,34,0,False,Stethoscope,Dr.D.Madan,Male,90232,Doctorate (Ph.D / MD),28,,,₹6.26 L,,independent,12
Perambur,IND,35,0,False,CCTV Camera,Dr.G.Moorthy,Male,90233,Doctorate (Ph.D / MD),46,,,₹nan,,independent,12
Perambur,IND,36,0,False,Bat,S.Michael,Male,90234,Bachelor's Degree,41,,,₹1.27 L,,independent,12
Perambur,IND,37,0,False,Biscuit,S.Ramesh,Male,90235,Bachelor's Degree,40,,,₹1.45 L,,independent,12
Perambur,IND,38,0,False,Tea filter,V.Raji,Male,90236,Not Specified,51,,,₹1.15 L,,independent,12
Perambur,IND,39,0,False,Balloon,S.Rajesh Kumar,Male,90237,Diploma / ITI,51,,,₹1.80 L,,independent,12
Perambur,IND,40,0,False,Batsman,Reegan Prabhu,Male,90238,Diploma / ITI,37,,,₹55.66 L,,independent,12
Perambur,IND,41,0,False,Pen nib with seven rays,G.Ruthra Kumar,Male,90239,Bachelor's Degree,33,,,"₹93,000",,independent,12
Perambur,IND,42,0,False,Gramophone,Vijay. G,Male,90240,Diploma / ITI,35,,,₹51.97 L,,independent,12
Perambur,IND,43,0,False,Pillow,S.Vishnu Varthan,Male,90241,Bachelor's Degree,29,,,₹33.00 L,,independent,12
Perambur,IND,44,0,False,Coconut farm,B.Venkatesan,Male,90242,Master's Degree,47,,,₹1.07 L,,independent,12
Perambur,IND,45,0,False,Helmet,R.Jayaseelan,Male,90243,5th Grade,60,,,₹2.01 Cr,,independent,12
Perambur,IND,46,0,False,Pen drive,S.Joseph,Male,90244,Master's Degree,65,,,₹46.97 L,,independent,12
Perambur,IND,47,0,False,Noodles bowl,M.Joseph,Male,90245,12th Grade (HSC / +2),49,,,₹3.88 L,,independent,12
Kolathur,AIADMK,1,0,False,Two leaves,P.Santhana Krishnan,Male,90246,Diploma / ITI,51,,,₹79.49 L,,nda,13
Kolathur,BSP,2,0,False,Elephant,Subashini,Female,90247,Master's Degree,37,,,₹11.36 L,,others,13
Kolathur,NTK,3,0,False,Farmer Carrying Plough,Soundara Pandian Luder Seth,Male,90248,Bachelor's Degree,53,,,₹44.13 L,,ntk,13
Kolathur,DMK,4,0,True,Rising sun,M.K.Stalin,Male,90249,Bachelor's Degree,72,,,₹6.01 Cr,True,spa,13
Kolathur,SP,5,0,False,Bangles,Aathithya,Male,90250,Not Specified,48,,,"₹41,000",,others,13
Kolathur,MANK,6,0,False,Gas cylinder,E.Raamadasan,Male,90251,10th Grade (SSLC),73,,,₹5.31 L,,others,13
Kolathur,TAVK,7,0,False,Camera,Oormila,Female,90252,Not Specified,42,,,₹nan,,others,13
Kolathur,VTVTK,8,0,False,Pestle and mortar,K.Elumalai,Male,90253,Not Specified,49,,,₹nan,,others,13
Kolathur,DMSK,9,0,False,Balloon,Sivagnanasam,Male,90254,Doctorate (Ph.D / MD),71,,,"₹49,000",,others,13
Kolathur,RPI (A),10,0,False,Ganna kisan,S.Y.Syed Yusuf,Male,90255,Bachelor's Degree,32,,,"₹2,200",,others,13
Kolathur,TVK,11,0,False,Whistle,V.S.Babu,Male,90256,8th Grade,75,,,₹36.38 L,,tvk,13
Kolathur,IND,12,0,False,Table,Arul Doss. A,Male,90257,Not Specified,44,,,"₹26,500",,independent,13
Kolathur,IND,13,0,False,Hand cart,Kaja Maideen,Male,90258,6th Grade,34,,,₹6.46 L,,independent,13
Kolathur,IND,14,0,False,Ship,V.A.Sudhakar,Male,90259,10th Grade (SSLC),46,,,"₹47,500",,independent,13
Kolathur,IND,15,0,False,Mike,M.Suresh,Male,90260,10th Grade (SSLC),39,,,₹56.52 L,,independent,13
Kolathur,IND,16,0,False,Iron,J.Suriya Muthu,Male,90261,10th Grade (SSLC),51,,,"₹1,000",,independent,13
Kolathur,IND,17,0,False,Diamond,R.Senthil Kumar,Male,90262,Bachelor's Degree,45,,,₹4.32 L,,independent,13
Kolathur,IND,18,0,False,Boat with man and sail,Selvi Steffi. V.M,Female,90263,Master's Degree,26,,,₹1.71 Cr,,independent,13
Kolathur,IND,19,0,False,Helmet,Nanda Kumar,Male,93800,9th Grade,34,,,₹2.30 L,,independent,13
Kolathur,IND,20,0,False,Matchbox,A.L.Naresh Kumar,Male,90265,10th Grade (SSLC),33,,,₹22.20 L,,independent,13
Kolathur,IND,21,0,False,Bat,V.Naresh Babu,Male,90266,Bachelor's Degree,34,,,₹6.03 L,,independent,13
Kolathur,IND,22,0,False,Ring,K.Panneer Selvam,Male,90267,Bachelor's Degree,40,,,"₹51,343",,independent,13
Kolathur,IND,23,0,False,Electric pole,S.Balachandar,Male,90268,10th Grade (SSLC),49,,,"₹76,000",,independent,13
Kolathur,IND,24,0,False,Carrom board,R.Balaji,Male,90269,Bachelor's Degree,36,,,"₹1,125",,independent,13
Kolathur,IND,25,0,False,CCTV Camera,M.Poornima,Female,90270,Master's Degree,44,,,₹1.86 Cr,,independent,13
Kolathur,IND,26,0,False,Road roller,R.Mahesh,Male,90271,Not Specified,35,,,₹13.12 L,,independent,13
Kolathur,IND,27,0,False,Bucket,P.Milany,Male,90272,Bachelor's Degree,45,,,₹20.50 L,,independent,13
Kolathur,IND,28,0,False,Football player,R.Ravikumar,Male,90273,Bachelor's Degree,33,,,"₹3,590",,independent,13
Kolathur,IND,29,0,False,Pen nib with seven rays,R.Raj Guru,Male,90274,8th Grade,45,,,₹1.00 L,,independent,13
Kolathur,IND,30,0,False,Gas Stove,Raja. G,Male,90275,10th Grade (SSLC),71,,,₹12.86 L,,independent,13
Kolathur,IND,31,0,False,Walking stick,A.Raji,Male,90276,10th Grade (SSLC),60,,,₹2.33 L,,independent,13
Kolathur,IND,32,0,False,Door bell,M.Rajeshkumar,Male,90277,Bachelor's Degree,36,,,"₹18,841",,independent,13
Kolathur,IND,33,0,False,Flute,Vigirdhan,Male,90278,10th Grade (SSLC),53,,,₹5.60 L,,independent,13
Kolathur,IND,34,0,False,Chappals,Farmer Jayaraman. S K J,Male,90279,Not Specified,50,,,₹nan,,independent,13
Kolathur,IND,35,0,False,Computer,S.Sharan,Male,90280,Bachelor's Degree,27,,,₹1.28 L,,independent,13
Villivakkam,DMK,1,0,False,Rising sun,Karthik Mohan,Male,90281,Master's Degree,45,,,₹202.70 Cr,,spa,14
Villivakkam,NTK,2,0,False,Farmer Carrying Plough,Roshini S,Transgender,90282,8th Grade,30,,,₹18.20 L,,ntk,14
Villivakkam,AIADMK,3,0,False,Two leaves,Vijayakumar S.R,Male,90283,Bachelor's Degree,52,,,₹3.42 Cr,,nda,14
Villivakkam,TAVK,4,0,False,Camera,Abdul Shabeek A,Male,90284,Diploma / ITI,42,,,₹3.55 L,,others,14
Villivakkam,TK,5,0,False,Matchbox,Ajithkumar A,Male,90285,Bachelor's Degree,32,,,₹72.71 L,,others,14
Villivakkam,TVK,6,0,False,Whistle,Aadhav Arjuna,Male,90286,Bachelor's Degree,43,,,₹197.53 Cr,,tvk,14
Villivakkam,IND,7,0,False,Gas cylinder,Ashok Kumar C.A,Male,90287,Bachelor's Degree,55,,,₹1.39 Cr,,independent,14
Villivakkam,IND,8,0,False,Tooth brush,Anbazhagan G,Male,90288,Master's Degree,59,,,₹3.58 L,,independent,14
Villivakkam,IND,9,0,False,Batsman,Kannan M,Male,90289,12th Grade (HSC / +2),41,,,"₹11,000",,independent,14
Villivakkam,IND,10,0,False,Coconut farm,Kandasamy S,Male,90290,10th Grade (SSLC),60,,,₹2.84 L,,independent,14
Villivakkam,IND,11,0,False,Gift pack,Karthick S,Male,90291,Not Specified,36,,,₹16.01 L,,independent,14
Villivakkam,IND,12,0,False,Binoculars,Karthick P,Male,90292,8th Grade,37,,,₹9.13 L,,independent,14
Villivakkam,IND,13,0,False,Pen nib with seven rays,Shanmuga D,Male,90293,Bachelor's Degree,30,,,₹3.73 L,,independent,14
Villivakkam,IND,14,0,False,Letter box,Charavanan M.P,Male,90294,Bachelor's Degree,65,,,₹42.38 L,,independent,14
Villivakkam,IND,15,0,False,Pressure cooker,Solomon J.R,Male,90295,10th Grade (SSLC),50,,,₹6.08 L,,independent,14
Villivakkam,IND,16,0,False,Table,Subramani K,Male,90296,Master's Degree,65,,,"₹41,160",,independent,14
Villivakkam,IND,17,0,False,Electric pole,Dhayanidhi D,Male,90297,8th Grade,30,,,₹3.24 L,,independent,14
Villivakkam,IND,18,0,False,CCTV Camera,Devarajan G,Male,90298,Not Specified,52,,,₹1.80 L,,independent,14
Villivakkam,IND,19,0,False,Bat,Balamurali G,Male,90299,Diploma / ITI,35,,,₹5.70 L,,independent,14
Villivakkam,IND,20,0,False,Bucket,Purushothaman P,Male,90300,10th Grade (SSLC),45,,,₹9.29 L,,independent,14
Villivakkam,IND,21,0,False,Balloon,Manimaran P,Male,90301,6th Grade,60,,,"₹10,000",,independent,14
Villivakkam,IND,22,0,False,Air conditioner,Murali R,Male,90302,Bachelor's Degree,36,,,"₹14,600",,independent,14
Villivakkam,IND,23,0,False,Almirah,Murali Vinodh M,Male,90303,Bachelor's Degree,42,,,₹25.75 L,,independent,14
Villivakkam,IND,24,0,False,Bricks,Yuvaraj S,Male,90304,Not Specified,37,,,"₹17,914",,independent,14
Villivakkam,IND,25,0,False,Box,Raji M,Male,90305,8th Grade,62,,,₹nan,,independent,14
Villivakkam,IND,26,0,False,Battery Torch,Vijayakumar G,Male,90306,Bachelor's Degree,40,,,₹5.00 L,,independent,14
Villivakkam,IND,27,0,False,Brush,Vijayakumar D,Male,90307,10th Grade (SSLC),51,,,"₹60,800",,independent,14
Villivakkam,IND,28,0,False,Diamond,Jaya Zeba C,Male,90308,Bachelor's Degree,41,,,₹nan,,independent,14
Thiru-Vi-Ka-Nagar,DMK,1,0,False,Rising sun,K.S.Ravichandran,Male,90309,Bachelor's Degree,55,,,₹nan,,spa,15
Thiru-Vi-Ka-Nagar,AIADMK,2,0,False,Two leaves,Porkodi Armstrong,Female,90310,Bachelor's Degree,51,,,₹4.93 Cr,,nda,15
Thiru-Vi-Ka-Nagar,NTK,3,0,False,Farmer Carrying Plough,Jagadesh Chander .M,Male,90311,Master's Degree,39,,,₹19.56 L,,ntk,15
Thiru-Vi-Ka-Nagar,AIPTMMK,4,0,False,Coconut farm,C.Christy,Male,90312,10th Grade (SSLC),43,,,"₹65,000",,ajpk,15
Thiru-Vi-Ka-Nagar,TK,5,0,False,Matchbox,A.Selva Kumar,Male,90313,10th Grade (SSLC),49,,,₹2.20 L,,others,15
Thiru-Vi-Ka-Nagar,TVK,6,0,False,Whistle,M.R.Pallavi,Female,90314,Bachelor's Degree,36,,,₹30.31 L,,tvk,15
Thiru-Vi-Ka-Nagar,RPI (A),7,0,False,Ganna kisan,S Jayakalpana,Female,90315,Not Specified,53,,,₹9.87 L,,others,15
Thiru-Vi-Ka-Nagar,IND,8,0,False,Cot,R.Anandan,Male,90316,10th Grade (SSLC),60,,,"₹15,000",,independent,15
Thiru-Vi-Ka-Nagar,IND,9,0,False,Chimney,M.Kannadasan,Male,90317,10th Grade (SSLC),38,,,₹11.88 L,,independent,15
Thiru-Vi-Ka-Nagar,IND,10,0,False,Diamond,M.Kolanji,Male,90318,Primary (Up to 4th),54,,,"₹15,500",,independent,15
Thiru-Vi-Ka-Nagar,IND,11,0,False,Funnel,D.Sathish Kumar,Male,90319,Bachelor's Degree,33,,,₹1.79 L,,independent,15
Thiru-Vi-Ka-Nagar,IND,12,0,False,Electric pole,Sathish,Male,90320,10th Grade (SSLC),41,,,₹11.71 L,,independent,15
Thiru-Vi-Ka-Nagar,IND,13,0,False,Box,S.Senthamizhan,Male,90321,10th Grade (SSLC),35,,,"₹11,000",,independent,15
Thiru-Vi-Ka-Nagar,IND,14,0,False,Swing,G.J.Dharaniraj,Male,90322,Bachelor's Degree,31,,,₹16.34 L,,independent,15
Thiru-Vi-Ka-Nagar,IND,15,0,False,Wheel barrow,S.Parthiban,Male,90323,Bachelor's Degree,46,,,₹6.49 L,,independent,15
Thiru-Vi-Ka-Nagar,IND,16,0,False,Kettle,Prakash Arunachalam,Male,90324,Bachelor's Degree,40,,,"₹20,000",,independent,15
Thiru-Vi-Ka-Nagar,IND,17,0,False,Ship,Prasanth. D,Male,90325,Bachelor's Degree,33,,,₹3.92 L,,independent,15
Thiru-Vi-Ka-Nagar,IND,18,0,False,Batsman,Praveen Thiyagarajan,Male,90326,Master's Degree,27,,,₹2.32 L,,independent,15
Thiru-Vi-Ka-Nagar,IND,19,0,False,Cauliflower,R.Murugan,Male,90327,10th Grade (SSLC),50,,,₹8.90 L,,independent,15
Thiru-Vi-Ka-Nagar,IND,20,0,False,Brush,M.Mohan,Male,90328,9th Grade,41,,,₹7.90 L,,independent,15
Thiru-Vi-Ka-Nagar,IND,21,0,False,Typewriter,S.Rajendran,Male,90329,10th Grade (SSLC),52,,,"₹20,000",,independent,15
Thiru-Vi-Ka-Nagar,IND,22,0,False,Violin,M.Lokesh,Male,90330,Not Specified,34,,,₹2.21 L,,independent,15
Thiru-Vi-Ka-Nagar,IND,23,0,False,Telephone,C.Jagan Mohan,Male,90331,Bachelor's Degree,45,,,"₹20,000",,independent,15
Egmore,AIADMK,1,0,False,Two leaves,Abishek. R,Male,90332,Bachelor's Degree,36,,,₹11.67 Cr,,nda,16
Egmore,NTK,2,0,False,Farmer Carrying Plough,Saranya Imran,Female,90333,Bachelor's Degree,35,,,₹12.55 L,,ntk,16
Egmore,DMK,3,0,False,Rising sun,Tamilan Prasanna,Male,90334,Bachelor's Degree,43,,,₹nan,,spa,16
Egmore,NIP,4,0,False,Spanner,Arun Rao. N.A,Male,90335,Bachelor's Degree,35,,,₹1.98 L,,others,16
Egmore,RPI (A),5,0,False,Ganna kisan,Dr.N.Gunasekar,Male,90336,12th Grade (HSC / +2),36,,,₹9.66 L,,others,16
Egmore,TAVK,6,0,False,Camera,D.Thirunavukkarasar,Male,90337,10th Grade (SSLC),43,,,₹20.44 L,,others,16
Egmore,AIPTMMK,7,0,False,Coconut farm,T.Magizhanban,Male,90338,Not Specified,80,,,"₹5,000",,ajpk,16
Egmore,NMSP,8,0,False,Gas cylinder,G.R.Rajendran,Male,90339,10th Grade (SSLC),31,,,"₹71,000",,others,16
Egmore,TVK,9,0,False,Whistle,Rajmohan,Male,90340,Bachelor's Degree,39,,,₹1.44 Cr,,tvk,16
Egmore,IND,10,0,False,Matchbox,Aravindan,Male,90341,12th Grade (HSC / +2),39,,,"₹21,800",,independent,16
Egmore,IND,11,0,False,Iron,R.Kumaravel,Male,90342,Bachelor's Degree,54,,,₹1.62 L,,independent,16
Egmore,IND,12,0,False,Helmet,M.Nagarajan,Male,90343,Not Specified,65,,,₹1.98 L,,independent,16
Egmore,IND,13,0,False,Batsman,S.Pichamuthu,Male,90344,Bachelor's Degree,70,,,₹2.03 Cr,,independent,16
Egmore,IND,14,0,False,Dumbbells,Rajkumar,Male,90345,Bachelor's Degree,38,,,"₹46,000",,independent,16
Egmore,IND,15,0,False,School bag,Rajmohan,Male,90346,8th Grade,37,,,₹3.48 L,,independent,16
Egmore,IND,16,0,False,Diamond,S.Vinoth Kumar,Male,90347,Master's Degree,36,,,"₹61,500",,independent,16
Egmore,IND,17,0,False,Carrom board,Venkatesh. K,Male,90348,10th Grade (SSLC),35,,,₹12.50 L,,independent,16
Egmore,IND,18,0,False,Stumps,Sridhar. M,Male,90349,10th Grade (SSLC),40,,,"₹8,000",,independent,16
Royapuram,DMK,1,0,False,Rising sun,Dr. A.Subair Khan,Male,90350,Bachelor's Degree,49,,,₹3.05 Cr,,spa,17
Royapuram,NTK,2,0,False,Farmer Carrying Plough,A.Babu Mailan,Male,90351,Bachelor's Degree,54,,,₹40.12 L,,ntk,17
Royapuram,AIADMK,3,0,False,Two leaves,D.Jayakumar,Male,90352,Master's Degree,42,,,₹nan,,nda,17
Royapuram,BSP,4,0,False,Elephant,M.Jayarajkumar,Male,90353,Bachelor's Degree,29,,,₹1.30 L,,others,17
Royapuram,DMA,5,0,False,Ship,A.Sathik Kumar,Male,90354,Bachelor's Degree,36,,,"₹97,500",,others,17
Royapuram,TAVK,6,0,False,Camera,M.Rajkumar,Male,90355,Bachelor's Degree,44,,,₹13.67 L,,others,17
Royapuram,NIP,7,0,False,Spanner,R.Vinothkumar,Male,90356,Bachelor's Degree,38,,,₹5.47 L,,others,17
Royapuram,TVK,8,0,False,Whistle,K.V.Vijay Damu,Male,90357,9th Grade,46,,,₹25.01 L,,tvk,17
Royapuram,IND,9,0,False,Swing,T.Kaviyarasu,Male,90358,Bachelor's Degree,46,,,₹2.92 L,,independent,17
Royapuram,IND,10,0,False,Football player,G.Karthikeyan,Male,90359,Bachelor's Degree,31,,,₹5.20 L,,independent,17
Royapuram,IND,11,0,False,Air conditioner,Kerthivarunnan .R,Male,90360,Bachelor's Degree,45,,,"₹66,723",,independent,17
Royapuram,IND,12,0,False,Wallet,A.Sasikumar,Male,90361,Bachelor's Degree,39,,,₹7.11 L,,independent,17
Royapuram,IND,13,0,False,Matchbox,M.Shanmugam,Male,90362,Master's Degree,29,,,₹4.40 L,,independent,17
Royapuram,IND,14,0,False,Boat with man and sail,K.J.Sivakumar,Male,90363,Bachelor's Degree,47,,,₹nan,,independent,17
Royapuram,IND,15,0,False,Bricks,P.Sumathi,Female,90364,10th Grade (SSLC),44,,,₹6.55 L,,independent,17
Royapuram,IND,16,0,False,Dish antenna,J.Selvakumar,Male,90365,8th Grade,50,,,₹5.38 L,,independent,17
Royapuram,IND,17,0,False,Cake,M Dhinakaran,Male,90366,Bachelor's Degree,48,,,₹3.14 L,,independent,17
Royapuram,IND,18,0,False,Chess board,A.Nizar Ahamed,Male,90367,Bachelor's Degree,57,,,₹26.37 L,,independent,17
Royapuram,IND,19,0,False,Robot,V.Bhagath Singh,Male,90368,Bachelor's Degree,37,,,₹nan,,independent,17
Royapuram,IND,20,0,False,Electric pole,K.Prasath,Male,90369,10th Grade (SSLC),44,,,₹14.50 L,,independent,17
Royapuram,IND,21,0,False,Green chilli,M.Mahalakshmi,Female,90370,Bachelor's Degree,61,,,₹35.71 L,,independent,17
Royapuram,IND,22,0,False,Calculator,S.Raju,Male,90371,10th Grade (SSLC),26,,,₹2.19 L,,independent,17
Royapuram,IND,23,0,False,Gas cylinder,T.Rajesh,Male,90372,8th Grade,42,,,"₹81,000",,independent,17
Royapuram,IND,24,0,False,Box,R.Rajkumar,Male,90373,Master's Degree,29,,,₹4.19 L,,independent,17
Royapuram,IND,25,0,False,Bicycle pump,A.Jayakumar,Male,90374,Bachelor's Degree,43,,,₹6.03 L,,independent,17
Royapuram,IND,26,0,False,Binoculars,D.Jayakumar,Male,90375,Bachelor's Degree,43,,,₹6.03 L,,independent,17
Royapuram,IND,27,0,False,Diamond,I Jayaprakash,Male,90376,Bachelor's Degree,39,,,₹26.30 L,,independent,17
Royapuram,IND,28,0,False,Coat,C.Sridhar,Male,90377,Bachelor's Degree,43,,,₹3.59 L,,independent,17
Harbour,BSP,1,0,False,Elephant,M Suresh,Male,90378,Not Specified,45,,,₹2.45 L,,others,18
Harbour,DMK,2,0,False,Rising sun,P K Sekarbabu,Male,90379,10th Grade (SSLC),63,,,₹nan,,spa,18
Harbour,NTK,3,0,False,Farmer Carrying Plough,R Fouzan Shariff,Male,90380,Bachelor's Degree,27,,,₹38.85 L,,ntk,18
Harbour,AIADMK,4,0,False,Two leaves,R Manohar,Male,90381,Master's Degree,59,,,₹7.88 Cr,,nda,18
Harbour,TVK,5,0,False,Whistle,Sinora P S Ashok,Male,90382,Master's Degree,59,,,₹4.91 Cr,,tvk,18
Harbour,IND,6,0,False,Plate stand,Sivalingam Ashok,Male,90383,10th Grade (SSLC),46,,,₹4.70 L,,independent,18
Harbour,IND,7,0,False,Peas,Ashok Kumar,Male,90384,Bachelor's Degree,35,,,₹1.00 L,,independent,18
Harbour,IND,8,0,False,Diamond,S Ganesh,Male,90385,Not Specified,44,,,₹nan,,independent,18
Harbour,IND,9,0,False,Air conditioner,D Kabilan,Male,90386,Bachelor's Degree,33,,,₹3.15 L,,independent,18
Harbour,IND,10,0,False,Lady finger,M Kalaiventhan,Male,90387,Bachelor's Degree,32,,,₹nan,,independent,18
Harbour,IND,11,0,False,Tea filter,Sankar A,Male,90388,Bachelor's Degree,36,,,₹1.35 L,,independent,18
Harbour,IND,12,0,False,Bangles,J Shanmugapriyan,Male,90389,Bachelor's Degree,45,,,₹4.61 L,,independent,18
Harbour,IND,13,0,False,Electric pole,R Dinesh,Male,90390,Diploma / ITI,40,,,₹1.49 L,,independent,18
Harbour,IND,14,0,False,Batsman,J M Niraimozhi,Male,90391,Bachelor's Degree,31,,,₹4.00 L,,independent,18
Harbour,IND,15,0,False,Calculator,A Nepolian,Male,90392,Master's Degree,40,,,"₹67,355",,independent,18
Harbour,IND,16,0,False,Telephone,Babu Singh,Male,90393,8th Grade,55,,,₹nan,,independent,18
Harbour,IND,17,0,False,Grapes,K E Manohar,Male,90394,Bachelor's Degree,45,,,₹12.15 L,,independent,18
Harbour,IND,18,0,False,Gas Stove,G Visu,Male,90395,Bachelor's Degree,39,,,₹2.97 L,,independent,18
Harbour,IND,19,0,False,Ship,I Vinod,Male,90396,Bachelor's Degree,40,,,₹17.85 L,,independent,18
Harbour,IND,20,0,False,Trumpet,P Vijayakumar,Male,90397,Bachelor's Degree,32,,,₹4.85 L,,independent,18
Harbour,IND,21,0,False,Nail cutter,T Vijayaraj,Male,90398,Bachelor's Degree,29,,,₹4.60 L,,independent,18
Harbour,IND,22,0,False,Cutting pliers,S Veerabathran,Male,90399,Bachelor's Degree,32,,,₹5.85 L,,independent,18
Harbour,IND,23,0,False,Chess board,V Jagadeesan,Male,90400,Master's Degree,40,,,₹5.45 L,,independent,18
Chepauk-Thiruvallikeni,AIADMK,1,0,False,Two leaves,Aadirajaram,Male,90401,Bachelor's Degree,67,,,₹1.03 Cr,,nda,19
Chepauk-Thiruvallikeni,NTK,2,0,False,Farmer Carrying Plough,Aysha,Female,90402,Diploma / ITI,37,,,₹74.83 L,,ntk,19
Chepauk-Thiruvallikeni,DMK,3,0,True,Rising sun,Udhayanidhi Stalin,Male,90403,Bachelor's Degree,48,,,₹20.64 Cr,True,spa,19
Chepauk-Thiruvallikeni,BSP,4,0,False,Elephant,Mohammed Yasser,Male,90404,Not Specified,40,,,₹6.32 L,,others,19
Chepauk-Thiruvallikeni,TAVK,5,0,False,Camera,Irfan Basha,Male,90405,Bachelor's Degree,31,,,₹12.70 L,,others,19
Chepauk-Thiruvallikeni,TVK,6,0,False,Whistle,Selvam. D,Male,90406,Bachelor's Degree,61,,,₹nan,,tvk,19
Chepauk-Thiruvallikeni,IND,7,0,False,Pen nib with seven rays,Agni Aalvar,Male,90407,10th Grade (SSLC),45,,,₹11.98 L,,independent,19
Chepauk-Thiruvallikeni,IND,8,0,False,Electric pole,Athimulam,Male,90408,7th Grade,38,,,"₹63,000",,independent,19
Chepauk-Thiruvallikeni,IND,9,0,False,Coconut farm,Ayisha,Female,90409,3rd Grade,35,,,₹2.20 L,,independent,19
Chepauk-Thiruvallikeni,IND,10,0,False,Gas cylinder,Arumugam. C,Male,90410,4th Grade,44,,,"₹10,800",,independent,19
Chepauk-Thiruvallikeni,IND,11,0,False,Spanner,Kumar. M,Male,90411,9th Grade,41,,,₹3.63 L,,independent,19
Chepauk-Thiruvallikeni,IND,12,0,False,Mike,Saamy. S.K.Dr,Male,90412,Doctorate (Ph.D / MD),48,,,₹2.80 Cr,,independent,19
Chepauk-Thiruvallikeni,IND,13,0,False,Almirah,Seenivasan. L,Male,90413,12th Grade (HSC / +2),56,,,₹14.22 L,,independent,19
Chepauk-Thiruvallikeni,IND,14,0,False,Wool and Needle,Selvam. K,Male,90414,3rd Grade,42,,,"₹35,000",,independent,19
Chepauk-Thiruvallikeni,IND,15,0,False,Brush,Selvam. K,Male,90415,Bachelor's Degree,50,,,₹62.55 L,,independent,19
Chepauk-Thiruvallikeni,IND,16,0,False,Matchbox,Syeed Layak Bhasha,Male,90416,8th Grade,29,,,₹3.91 L,,independent,19
Chepauk-Thiruvallikeni,IND,17,0,False,Coat,Bharathkumar. G,Male,90417,Bachelor's Degree,36,,,₹2.61 L,,independent,19
Chepauk-Thiruvallikeni,IND,18,0,False,Chess board,Milany. P,Male,90418,Bachelor's Degree,45,,,₹20.50 L,,independent,19
Chepauk-Thiruvallikeni,IND,19,0,False,Battery Torch,Mirza Safder Ali,Male,90419,8th Grade,59,,,₹2.12 L,,independent,19
Chepauk-Thiruvallikeni,IND,20,0,False,Helmet,Mohamed Dharik. I,Male,90420,10th Grade (SSLC),34,,,₹5.25 L,,independent,19
Chepauk-Thiruvallikeni,IND,21,0,False,Television,Mohamed Meera. A,Male,90421,Bachelor's Degree,56,,,₹2.00 L,,independent,19
Chepauk-Thiruvallikeni,IND,22,0,False,Wheel barrow,Rajasekar. S,Male,90422,Bachelor's Degree,41,,,₹2.48 L,,independent,19
Chepauk-Thiruvallikeni,IND,23,0,False,Tea filter,Rajeshkumar. K,Male,90423,Bachelor's Degree,34,,,₹6.59 L,,independent,19
